year,crimetype,violent,arrest,domestic,commarea,location
2004,simpleasslt,1,0,1,68,SIDEWALK
2004,vandalism,0,0,0,46,RESIDENCE
2004,theft,0,0,0,60,STREET
2004,theft,0,0,0,9,STREET
2004,burglary,0,0,0,2,RESIDENCE
2004,simpleasslt,1,0,1,64,STREET
2005,threat,0,0,0,64,RESIDENCE
2005,burglary,0,0,0,16,APARTMENT
2005,burglary,0,0,0,19,APARTMENT
2005,theft,0,0,0,8,GROCERY FOOD STORE
2005,simpleasslt,1,0,0,6,SIDEWALK
2005,robbery,1,0,0,44,ALLEY
2005,burglary,0,0,0,49,RESIDENCE
2005,mvtheft,0,1,0,69,PARKING LOT/GARAGE(NON.RESID.)
2005,simpleasslt,1,0,0,6,STREET
2004,threat,0,0,0,31,RESIDENCE
2005,threat,0,0,1,43,APARTMENT
2005,arson,0,0,0,13,VEHICLE NON-COMMERCIAL
2005,simpleasslt,1,0,1,19,RESIDENCE
2004,narcotics,0,1,0,61,OTHER
2005,vandalism,0,0,0,42,STREET
2005,mvtheft,0,0,0,29,STREET
2005,aggasslt,1,1,1,3,HOTEL/MOTEL
2005,simpleasslt,1,0,1,31,APARTMENT
2005,burglary,0,0,0,30,RESIDENCE-GARAGE
2005,vandalism,0,0,0,22,STREET
2005,threat,0,0,0,16,RESIDENCE
2005,mvtheft,0,0,0,69,STREET
2005,vandalism,0,1,0,15,STREET
2005,theft,0,1,0,29,OTHER
2004,narcotics,0,1,0,25,STREET
2005,theft,0,1,0,77,GROCERY FOOD STORE
2005,trespass,0,1,0,33,PARK PROPERTY
2005,simpleasslt,1,0,0,75,STREET
2005,threat,0,0,0,11,RESIDENCE
2005,vandalism,0,0,0,39,STREET
2005,vandalism,0,0,0,19,STREET
2005,theft,0,0,0,68,STREET
2005,theft,0,0,0,23,RESIDENCE
2005,narcotics,0,1,0,40,CHA HALLWAY/STAIRWELL/ELEVATOR
2005,vandalism,0,0,1,67,RESIDENCE
2005,vandalism,0,0,0,66,RESIDENCE-GARAGE
2005,trespass,0,1,0,33,CHA HALLWAY/STAIRWELL/ELEVATOR
2005,simpleasslt,1,0,0,23,STREET
2005,vandalism,0,0,0,28,STREET
2005,vandalism,0,0,0,46,STREET
2005,narcotics,0,1,0,25,STREET
2005,threat,0,0,0,4,RESIDENCE
2004,idtheft,0,0,0,67,RESIDENCE
2005,simpleasslt,1,0,0,49,"SCHOOL, PUBLIC, GROUNDS"
2005,vandalism,0,0,0,70,RESIDENCE
2005,narcotics,0,1,0,71,STREET
2005,threat,0,0,0,2,RESIDENCE
2005,theft,0,0,0,29,STREET
2005,robbery,1,0,0,70,STREET
2005,robbery,1,0,0,66,STREET
2005,aggasslt,1,0,0,68,RESIDENCE
2005,vandalism,0,0,0,17,STREET
2005,simpleasslt,1,1,1,23,VEHICLE NON-COMMERCIAL
2005,narcotics,0,1,0,19,"SCHOOL, PUBLIC, BUILDING"
2005,simpleasslt,1,1,1,25,APARTMENT
2005,threat,0,0,1,69,APARTMENT
2005,aggasslt,1,0,0,73,STREET
2005,threat,0,0,0,8,COMMERCIAL / BUSINESS OFFICE
2005,simpleasslt,1,0,0,38,NURSING HOME/RETIREMENT HOME
2005,vandalism,0,0,0,3,RESIDENCE
2005,theft,0,0,0,41,HOSPITAL BUILDING/GROUNDS
2005,simpleasslt,1,1,1,65,APARTMENT
2005,mvtheft,0,0,0,22,STREET
2005,trespass,0,0,0,44,"SCHOOL, PUBLIC, BUILDING"
2005,simpleasslt,1,0,0,43,"SCHOOL, PUBLIC, BUILDING"
2005,robbery,1,0,0,77,GROCERY FOOD STORE
2005,simpleasslt,1,0,1,66,OTHER
2005,narcotics,0,1,0,1,SIDEWALK
2005,threat,0,0,0,68,RESIDENCE
2005,narcotics,0,1,0,29,SIDEWALK
2005,theft,0,0,0,43,STREET
2005,mvtheft,0,0,0,60,STREET
2005,simpleasslt,1,0,0,47,RESIDENCE
2005,simpleasslt,1,0,0,67,RESIDENCE
2005,mvtheft,0,0,0,22,STREET
2005,theft,0,0,0,67,STREET
2005,simpleasslt,1,0,1,68,VEHICLE NON-COMMERCIAL
2005,theft,0,0,0,49,"SCHOOL, PUBLIC, BUILDING"
2005,other,0,1,0,29,STREET
2005,simpleasslt,1,0,0,6,SIDEWALK
2005,vandalism,0,1,0,1,RESIDENCE
2005,burglary,0,0,0,7,OTHER
2005,vandalism,0,0,0,66,STREET
2005,trespass,0,1,0,8,CHA PARKING LOT/GROUNDS
2005,theft,0,1,0,57,COMMERCIAL / BUSINESS OFFICE
2005,simpleasslt,1,1,0,28,SPORTS ARENA/STADIUM
2005,simpleasslt,1,0,0,25,RESIDENCE PORCH/HALLWAY
2005,narcotics,0,1,0,25,STREET
2005,idtheft,0,0,0,23,BANK
2005,theft,0,0,0,71,SIDEWALK
2005,theft,0,0,0,27,VACANT LOT/LAND
2005,simpleasslt,1,0,0,28,PARKING LOT/GARAGE(NON.RESID.)
2005,narcotics,0,1,0,28,STREET
2005,simpleasslt,1,0,1,35,RESTAURANT
2005,threat,0,0,0,22,OTHER
2005,narcotics,0,1,0,46,STREET
2005,arson,0,0,0,69,RESIDENCE
2005,vandalism,0,0,1,49,STREET
2005,simpleasslt,1,1,0,43,"SCHOOL, PRIVATE, BUILDING"
2005,vandalism,0,0,0,15,STREET
2005,theft,0,0,0,23,APARTMENT
2005,simpleasslt,1,0,0,71,SIDEWALK
2005,vandalism,0,1,0,26,STREET
2005,vandalism,0,1,0,24,APARTMENT
2005,narcotics,0,1,0,29,CHA HALLWAY/STAIRWELL/ELEVATOR
2005,narcotics,0,1,0,28,STREET
2005,simpleasslt,1,0,1,49,STREET
2005,theft,0,1,0,21,FACTORY/MANUFACTURING BUILDING
2005,burglary,0,1,0,76,RESIDENCE
2005,trespass,0,1,0,33,CHA HALLWAY/STAIRWELL/ELEVATOR
2005,mvtheft,0,0,0,21,STREET
2004,burglary,0,0,0,43,RESIDENCE
2005,simpleasslt,1,1,0,32,COMMERCIAL / BUSINESS OFFICE
2005,simpleasslt,1,0,1,49,RESIDENCE
2005,vandalism,0,1,0,32,STREET
2005,theft,0,0,0,35,HOSPITAL BUILDING/GROUNDS
2005,mvtheft,0,0,0,19,STREET
2005,simpleasslt,1,0,0,73,RESIDENCE
2005,simpleasslt,1,0,1,41,RESIDENCE
2005,theft,0,0,0,49,RESIDENCE
2005,simpleasslt,1,1,1,43,APARTMENT
2005,narcotics,0,1,0,54,VEHICLE NON-COMMERCIAL
2005,burglary,0,0,0,28,WAREHOUSE
2005,simpleasslt,1,0,1,19,APARTMENT
2005,aggasslt,1,0,0,30,RESIDENCE
2005,narcotics,0,1,0,67,POLICE FACILITY/VEH PARKING LOT
2005,narcotics,0,1,0,39,STREET
2005,simpleasslt,1,0,0,29,SIDEWALK
2005,simpleasslt,1,1,0,32,CTA TRAIN
2005,narcotics,0,1,0,1,STREET
2005,theft,0,0,0,63,PARKING LOT/GARAGE(NON.RESID.)
2005,burglary,0,0,0,69,APARTMENT
2005,narcotics,0,1,0,69,SIDEWALK
2005,other,0,1,0,30,VEHICLE NON-COMMERCIAL
2004,fraud,0,0,0,25,CURRENCY EXCHANGE
2005,fraud,0,0,0,6,BARBERSHOP
2005,simpleasslt,1,0,0,61,APARTMENT
2005,vandalism,0,0,0,28,OTHER
2005,robbery,1,0,0,38,ALLEY
2005,narcotics,0,1,0,69,SIDEWALK
2005,narcotics,0,1,0,61,SIDEWALK
2005,simpleasslt,1,0,1,62,APARTMENT
2005,mvtheft,0,0,0,75,STREET
2005,threat,0,0,1,32,COMMERCIAL / BUSINESS OFFICE
2005,simpleasslt,1,0,0,31,STREET
2005,simpleasslt,1,0,0,6,"SCHOOL, PUBLIC, BUILDING"
2005,threat,0,0,1,25,RESIDENCE
2005,trespass,0,0,0,46,RESIDENCE
2005,other,0,1,0,38,STREET
2004,theft,0,0,0,43,OTHER
2005,theft,0,0,0,14,VEHICLE NON-COMMERCIAL
2005,vandalism,0,1,0,3,STREET
2005,threat,0,0,0,43,RESIDENCE
2005,threat,0,0,1,56,RESIDENCE
2005,simpleasslt,1,0,1,29,RESIDENCE
2005,simpleasslt,1,0,0,27,GROCERY FOOD STORE
2005,theft,0,0,0,32,SIDEWALK
2005,theft,0,0,0,10,VEHICLE NON-COMMERCIAL
2005,simpleasslt,1,0,1,28,CHA PARKING LOT/GROUNDS
2005,other,0,1,0,25,STREET
2005,simpleasslt,1,0,1,61,RESIDENCE
2005,weapon,0,1,0,57,STREET
2005,theft,0,0,0,26,APARTMENT
2005,theft,0,0,0,46,RESIDENCE
2005,threat,0,0,0,25,APARTMENT
2005,simpleasslt,1,0,0,71,ALLEY
2005,threat,0,0,0,2,APARTMENT
2005,aggasslt,1,0,0,25,SIDEWALK
2005,vandalism,0,0,0,23,RESIDENCE-GARAGE
2005,weapon,0,1,0,68,STREET
2005,vandalism,0,0,0,28,STREET
2005,threat,0,0,0,7,RESIDENCE
2005,theft,0,0,0,23,VEHICLE NON-COMMERCIAL
2005,simpleasslt,1,0,0,43,APARTMENT
2005,vandalism,0,0,0,49,PARKING LOT/GARAGE(NON.RESID.)
2005,simpleasslt,1,1,0,14,ALLEY
2005,theft,0,0,0,32,RESTAURANT
2005,theft,0,0,0,25,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2005,other,0,1,0,62,RESIDENCE
2005,burglary,0,0,0,71,RESIDENCE
2005,narcotics,0,1,0,73,VEHICLE NON-COMMERCIAL
2005,narcotics,0,1,0,25,SIDEWALK
2005,narcotics,0,1,0,67,STREET
2005,mvtheft,0,1,0,66,STREET
2005,theft,0,0,0,15,STREET
2005,narcotics,0,1,0,68,STREET
2005,vandalism,0,0,0,16,RESIDENCE
2005,burglary,0,0,0,23,BARBERSHOP
2005,robbery,1,0,0,61,STREET
2005,simpleasslt,1,0,0,37,STREET
2005,trespass,0,1,0,8,CHA PARKING LOT/GROUNDS
2005,trespass,0,1,0,43,RESTAURANT
2005,narcotics,0,1,0,49,STREET
2005,simpleasslt,1,1,1,67,RESIDENCE
2005,simpleasslt,1,0,0,71,SIDEWALK
2005,trespass,0,1,0,4,RESIDENCE
2005,theft,0,0,0,27,STREET
2005,threat,0,0,0,2,STREET
2005,aggasslt,1,0,0,21,SIDEWALK
2005,vandalism,0,0,0,26,RESIDENCE
2005,vandalism,0,0,0,22,RESIDENCE
2005,threat,0,0,0,15,RESIDENCE
2005,simpleasslt,1,0,1,26,SIDEWALK
2005,theft,0,0,0,38,VEHICLE NON-COMMERCIAL
2005,theft,0,0,0,49,RESTAURANT
2005,simpleasslt,1,0,0,27,APARTMENT
2005,vandalism,0,0,0,26,APARTMENT
2005,theft,0,0,0,38,STREET
2005,theft,0,0,0,22,VEHICLE NON-COMMERCIAL
2005,burglary,0,0,0,16,RESIDENCE-GARAGE
2005,vandalism,0,0,0,41,STREET
2005,theft,0,0,0,8,HOTEL/MOTEL
2005,theft,0,1,0,19,WAREHOUSE
2005,trespass,0,1,0,19,FACTORY/MANUFACTURING BUILDING
2005,mvtheft,0,0,0,49,STREET
2005,narcotics,0,1,0,43,SIDEWALK
2005,theft,0,0,0,32,OTHER
2005,theft,0,0,0,23,VEHICLE NON-COMMERCIAL
2005,mvtheft,0,0,0,40,STREET
2005,aggasslt,1,0,0,54,RESIDENCE
2005,narcotics,0,1,0,49,SIDEWALK
2005,trespass,0,1,0,6,SPORTS ARENA/STADIUM
2005,narcotics,0,1,0,53,SIDEWALK
2005,mvtheft,0,0,0,42,STREET
2005,narcotics,0,1,0,29,CHA PARKING LOT/GROUNDS
2005,narcotics,0,1,0,35,CHA PARKING LOT/GROUNDS
2005,threat,0,0,0,35,RESIDENCE
2005,mvtheft,0,1,0,38,STREET
2003,mvtheft,0,0,0,24,STREET
2005,mvtheft,0,0,0,16,STREET
2005,theft,0,0,0,53,RESIDENCE
2005,simpleasslt,1,0,1,68,SIDEWALK
2005,narcotics,0,1,0,67,STREET
2005,theft,0,0,0,49,GAS STATION
2005,narcotics,0,1,0,8,STREET
2005,simpleasslt,1,0,1,66,SIDEWALK
2005,trespass,0,1,0,3,CHA PARKING LOT/GROUNDS
2005,simpleasslt,1,0,0,71,STREET
2005,theft,0,0,0,37,VEHICLE NON-COMMERCIAL
2005,vandalism,0,0,0,66,STREET
2005,vandalism,0,0,0,54,CHA APARTMENT
2005,narcotics,0,1,0,25,SIDEWALK
2005,narcotics,0,1,0,26,RESIDENCE PORCH/HALLWAY
2005,weapon,0,1,0,24,SIDEWALK
2005,vandalism,0,0,0,63,STREET
2005,mvtheft,0,0,0,58,STREET
2005,mvtheft,0,0,0,3,PARKING LOT/GARAGE(NON.RESID.)
2005,theft,0,0,0,59,SMALL RETAIL STORE
2005,vandalism,0,0,0,49,RESIDENCE
2005,aggasslt,1,0,0,45,RESIDENCE
2005,simpleasslt,1,0,1,27,RESIDENCE
2005,mvtheft,0,0,0,67,STREET
2005,robbery,1,0,0,26,ALLEY
2005,theft,0,0,0,61,DEPARTMENT STORE
2005,burglary,0,0,0,42,RESIDENCE
2005,simpleasslt,1,1,0,15,STREET
2005,aggasslt,1,0,0,68,VACANT LOT/LAND
2005,theft,0,0,0,32,PARKING LOT/GARAGE(NON.RESID.)
2005,narcotics,0,1,0,28,STREET
2005,theft,0,0,0,7,SIDEWALK
2005,burglary,0,0,0,5,GROCERY FOOD STORE
2005,simpleasslt,1,0,0,20,FACTORY/MANUFACTURING BUILDING
2005,fraud,0,1,0,37,CTA PLATFORM
2005,mvtheft,0,0,0,71,STREET
2005,theft,0,0,0,25,VEHICLE NON-COMMERCIAL
2005,narcotics,0,1,0,37,STREET
2005,burglary,0,0,0,23,RESIDENCE
2005,fraud,0,0,0,6,OTHER
2005,vandalism,0,0,0,52,STREET
2005,narcotics,0,1,0,43,SIDEWALK
2005,mvtheft,0,0,0,28,STREET
2005,theft,0,0,0,25,VEHICLE NON-COMMERCIAL
2005,narcotics,0,1,0,30,SIDEWALK
2005,simpleasslt,1,0,0,61,"SCHOOL, PUBLIC, BUILDING"
2005,mvtheft,0,0,0,19,STREET
2005,theft,0,0,0,49,OTHER
2005,simpleasslt,1,0,1,3,APARTMENT
2005,simpleasslt,1,1,0,6,TAVERN/LIQUOR STORE
2005,mvtheft,0,0,0,71,RESIDENCE-GARAGE
2005,burglary,0,0,0,6,RESIDENCE-GARAGE
2005,vandalism,0,0,0,44,RESIDENCE-GARAGE
2005,simpleasslt,1,1,1,63,STREET
2005,theft,0,0,0,22,RESIDENCE
2005,robbery,1,0,0,28,SIDEWALK
2005,robbery,1,0,0,44,SIDEWALK
2005,other,0,0,1,49,STREET
2005,fraud,0,0,0,56,BANK
2005,narcotics,0,1,0,49,RESIDENCE PORCH/HALLWAY
2005,vandalism,0,1,0,71,TAVERN/LIQUOR STORE
2005,narcotics,0,1,0,23,STREET
2005,other,0,1,0,23,SIDEWALK
2005,other,0,1,0,25,STREET
2005,vandalism,0,0,0,49,RESIDENCE
2005,narcotics,0,1,0,27,SIDEWALK
2005,vandalism,0,0,0,31,ALLEY
2005,vandalism,0,0,0,43,OTHER
2005,theft,0,0,0,32,COMMERCIAL / BUSINESS OFFICE
2005,narcotics,0,1,0,23,STREET
2005,simpleasslt,1,1,0,37,GAS STATION
2005,threat,0,1,0,46,GAS STATION
2005,robbery,1,0,0,41,STREET
2005,other,0,1,0,61,STREET
2005,vandalism,0,0,0,55,STREET
2005,other,0,1,0,38,SIDEWALK
2004,idtheft,0,0,0,67,RESIDENCE
2005,threat,0,0,0,25,RESIDENCE
2005,other,0,0,0,73,STREET
2005,other,0,1,0,27,STREET
2005,simpleasslt,1,0,1,25,APARTMENT
2005,other,0,0,0,24,VEHICLE NON-COMMERCIAL
2005,narcotics,0,1,0,29,SIDEWALK
2005,theft,0,0,0,19,"SCHOOL, PUBLIC, BUILDING"
2005,other,0,0,0,71,STREET
2005,fraud,0,0,0,57,DEPARTMENT STORE
2005,narcotics,0,1,0,68,SIDEWALK
2005,simpleasslt,1,0,0,29,RESIDENCE PORCH/HALLWAY
2005,theft,0,0,0,24,TAVERN/LIQUOR STORE
2005,weapon,0,1,0,58,SIDEWALK
2005,simpleasslt,1,0,1,23,RESIDENCE
2005,simpleasslt,1,0,1,68,VEHICLE NON-COMMERCIAL
2005,theft,0,0,0,30,STREET
2005,theft,0,1,0,32,DEPARTMENT STORE
2005,theft,0,1,0,56,GROCERY FOOD STORE
2005,theft,0,0,0,8,HOTEL/MOTEL
2005,theft,0,0,0,24,STREET
2005,simpleasslt,1,1,0,56,STREET
2005,vandalism,0,0,0,9,PARKING LOT/GARAGE(NON.RESID.)
2005,fraud,0,0,0,2,RESIDENCE
2005,threat,0,0,0,1,APARTMENT
2005,theft,0,0,0,32,SMALL RETAIL STORE
2005,threat,0,0,0,73,RESIDENCE
2005,vandalism,0,0,0,65,STREET
2005,other,0,0,0,43,OTHER
2005,narcotics,0,1,0,67,SIDEWALK
2005,simpleasslt,1,0,0,38,STREET
2005,vandalism,0,0,0,30,VEHICLE NON-COMMERCIAL
2005,simpleasslt,1,0,0,30,SIDEWALK
2005,simpleasslt,1,1,0,30,RESIDENCE
2005,simpleasslt,1,0,1,31,RESIDENCE
2005,theft,0,1,0,46,MEDICAL/DENTAL OFFICE
2005,trespass,0,0,0,13,"SCHOOL, PUBLIC, GROUNDS"
2005,aggasslt,1,0,0,37,CHA APARTMENT
2005,vandalism,0,0,0,17,STREET
2005,weapon,0,1,0,54,CHA PARKING LOT/GROUNDS
2005,vandalism,0,0,0,61,RESIDENCE-GARAGE
2005,trespass,0,1,0,46,CHA PARKING LOT/GROUNDS
2005,simpleasslt,1,0,0,53,RESIDENCE
2005,simpleasslt,1,0,1,53,VEHICLE NON-COMMERCIAL
2005,simpleasslt,1,0,0,22,"SCHOOL, PUBLIC, GROUNDS"
2005,simpleasslt,1,1,0,28,RESIDENCE
2005,burglary,0,0,0,25,APARTMENT
2005,threat,0,0,1,60,RESIDENCE
2005,theft,0,1,0,32,DEPARTMENT STORE
2005,vandalism,0,0,0,24,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2005,burglary,0,0,0,7,RESIDENCE
2005,theft,0,0,0,25,VEHICLE NON-COMMERCIAL
2005,aggasslt,1,0,1,66,RESIDENCE
2006,threat,0,0,0,16,RESIDENCE
2006,theft,0,0,0,30,SIDEWALK
2006,vandalism,0,0,0,64,APARTMENT
2006,vandalism,0,0,0,28,PARKING LOT/GARAGE(NON.RESID.)
2006,mvtheft,0,1,0,5,COMMERCIAL / BUSINESS OFFICE
2006,vandalism,0,0,0,22,RESIDENCE-GARAGE
2006,threat,0,0,0,67,RESIDENCE
2006,simpleasslt,1,0,0,43,NURSING HOME/RETIREMENT HOME
2005,theft,0,0,0,35,"SCHOOL, PUBLIC, BUILDING"
2006,mvtheft,0,0,0,67,STREET
2005,narcotics,0,1,0,66,STREET
2006,burglary,0,0,0,61,RESIDENCE
2006,robbery,1,0,0,29,STREET
2006,simpleasslt,1,0,0,53,RESIDENCE
2006,theft,0,1,0,32,SMALL RETAIL STORE
2006,vandalism,0,0,0,4,APARTMENT
2005,narcotics,0,1,0,72,STREET
2006,narcotics,0,1,0,24,SIDEWALK
2006,burglary,0,0,0,8,CHA PARKING LOT/GROUNDS
2006,threat,0,0,0,56,RESIDENCE
2006,robbery,1,0,0,67,SIDEWALK
2006,fraud,0,1,0,22,SIDEWALK
2005,vandalism,0,0,0,19,RESTAURANT
2006,theft,0,0,0,38,OTHER
2006,simpleasslt,1,0,1,25,RESIDENCE
2006,mvtheft,0,1,0,20,ALLEY
2006,theft,0,0,0,14,VEHICLE NON-COMMERCIAL
2006,vandalism,0,0,0,35,STREET
2006,burglary,0,0,0,27,"SCHOOL, PRIVATE, BUILDING"
2006,theft,0,1,0,37,DRUG STORE
2006,robbery,1,0,0,70,RESTAURANT
2006,simpleasslt,1,0,1,25,RESIDENCE
2006,burglary,0,0,0,73,APARTMENT
2006,vandalism,0,0,0,66,RESIDENCE
2006,trespass,0,1,0,8,CHA PARKING LOT/GROUNDS
2006,simpleasslt,1,0,0,55,SIDEWALK
2006,narcotics,0,1,0,3,STREET
2006,trespass,0,1,0,33,CHA HALLWAY/STAIRWELL/ELEVATOR
2006,simpleasslt,1,0,0,64,SIDEWALK
2006,vandalism,0,0,0,77,STREET
2006,vandalism,0,0,0,13,VEHICLE NON-COMMERCIAL
2006,mvtheft,0,0,0,22,STREET
2006,simpleasslt,1,0,0,19,RESIDENCE
2006,simpleasslt,1,0,0,43,SIDEWALK
2006,vandalism,0,0,0,2,STREET
2006,simpleasslt,1,0,0,13,STREET
2006,fraud,0,1,0,24,APARTMENT
2006,narcotics,0,1,0,71,SIDEWALK
2006,simpleasslt,1,1,0,30,HOSPITAL BUILDING/GROUNDS
2006,narcotics,0,1,0,61,APARTMENT
2006,vandalism,0,0,0,28,CHA APARTMENT
2006,theft,0,0,0,49,DEPARTMENT STORE
2006,vandalism,0,0,0,24,VEHICLE NON-COMMERCIAL
2006,narcotics,0,1,0,61,RESTAURANT
2006,theft,0,0,1,39,"SCHOOL, PUBLIC, BUILDING"
2006,narcotics,0,1,0,54,STREET
2006,narcotics,0,1,0,49,GAS STATION
2006,robbery,1,0,0,19,STREET
2006,robbery,1,0,0,28,SIDEWALK
2006,simpleasslt,1,0,0,29,SIDEWALK
2006,threat,0,0,0,39,"SCHOOL, PUBLIC, BUILDING"
2006,narcotics,0,1,0,24,SIDEWALK
2006,mvtheft,0,0,0,62,PARKING LOT/GARAGE(NON.RESID.)
2006,narcotics,0,1,0,16,"SCHOOL, PUBLIC, BUILDING"
2005,fraud,0,0,0,67,APARTMENT
2006,burglary,0,0,0,25,RESIDENCE-GARAGE
2006,aggasslt,1,0,0,69,SIDEWALK
2006,other,0,1,0,40,STREET
2006,simpleasslt,1,0,0,43,APARTMENT
2006,burglary,0,0,0,7,APARTMENT
2006,simpleasslt,1,0,1,50,RESIDENCE
2006,simpleasslt,1,0,0,7,SIDEWALK
2006,vandalism,0,0,1,43,POLICE FACILITY/VEH PARKING LOT
2006,vandalism,0,0,0,53,RESIDENCE PORCH/HALLWAY
2006,simpleasslt,1,1,1,20,SIDEWALK
2006,theft,0,0,0,33,OTHER
2006,robbery,1,0,0,15,STREET
2006,vandalism,0,0,0,38,OTHER
2006,theft,0,0,0,43,STREET
2006,theft,0,0,0,77,APARTMENT
2006,idtheft,0,0,0,56,RESIDENCE
2006,vandalism,0,0,0,68,GOVERNMENT BUILDING/PROPERTY
2006,robbery,1,0,0,14,STREET
2006,trespass,0,1,0,3,GROCERY FOOD STORE
2006,robbery,1,0,0,46,GROCERY FOOD STORE
2006,simpleasslt,1,0,0,46,"SCHOOL, PUBLIC, BUILDING"
2006,narcotics,0,1,0,51,SIDEWALK
2006,theft,0,0,0,41,STREET
2006,simpleasslt,1,0,0,61,STREET
2006,vandalism,0,0,0,7,STREET
2006,narcotics,0,1,0,67,ALLEY
2006,burglary,0,0,0,26,RESIDENCE-GARAGE
2006,narcotics,0,1,0,26,STREET
2006,simpleasslt,1,0,0,27,"SCHOOL, PUBLIC, BUILDING"
2006,theft,0,0,0,18,DEPARTMENT STORE
2006,theft,0,0,0,44,APARTMENT
2006,burglary,0,0,0,3,RESIDENCE
2006,simpleasslt,1,0,1,20,OTHER
2006,narcotics,0,1,0,71,SIDEWALK
2005,simpleasslt,1,0,0,43,STREET
2006,mvtheft,0,0,0,66,RESIDENCE PORCH/HALLWAY
2006,weapon,0,1,0,8,CHA APARTMENT
2006,simpleasslt,1,1,0,43,STREET
2006,theft,0,0,0,28,STREET
2006,aggasslt,1,0,0,51,STREET
2006,trespass,0,1,0,35,CHA PARKING LOT/GROUNDS
2006,theft,0,1,0,32,DEPARTMENT STORE
2006,burglary,0,0,0,68,VACANT LOT/LAND
2006,theft,0,0,0,39,"SCHOOL, PUBLIC, BUILDING"
2006,simpleasslt,1,0,0,2,APARTMENT
2006,vandalism,0,0,0,54,STREET
2006,vandalism,0,0,0,12,VEHICLE NON-COMMERCIAL
2006,mvtheft,0,0,0,56,STREET
2006,simpleasslt,1,0,0,40,STREET
2006,robbery,1,1,0,67,PARK PROPERTY
2006,vandalism,0,0,0,55,DRIVEWAY - RESIDENTIAL
2006,robbery,1,1,0,72,PARKING LOT/GARAGE(NON.RESID.)
2006,vandalism,0,0,0,30,VEHICLE NON-COMMERCIAL
2006,vandalism,0,0,0,70,SIDEWALK
2006,robbery,1,0,0,25,STREET
2006,trespass,0,0,1,25,DRIVEWAY - RESIDENTIAL
2006,aggasslt,1,1,0,8,BAR OR TAVERN
2006,simpleasslt,1,1,0,32,STREET
2006,simpleasslt,1,0,0,26,RESIDENCE
2006,narcotics,0,1,0,38,SIDEWALK
2006,narcotics,0,1,0,14,STREET
2006,narcotics,0,1,0,67,STREET
2006,fraud,0,0,1,66,BANK
2006,simpleasslt,1,0,0,68,HOSPITAL BUILDING/GROUNDS
2006,simpleasslt,1,0,1,26,STREET
2006,theft,0,0,0,32,RESTAURANT
2006,simpleasslt,1,1,1,43,APARTMENT
2006,simpleasslt,1,1,0,42,PARKING LOT/GARAGE(NON.RESID.)
2008,homicide,1,0,0,63,PARKING LOT
2006,mvtheft,0,0,0,19,STREET
2006,narcotics,0,1,0,39,SIDEWALK
2006,narcotics,0,1,0,27,SIDEWALK
2006,narcotics,0,1,0,25,SIDEWALK
2006,other,0,1,0,30,SIDEWALK
2006,burglary,0,0,0,6,APARTMENT
2006,vandalism,0,0,0,46,STREET
2006,theft,0,0,0,2,ALLEY
2006,burglary,0,0,1,67,RESIDENCE
2006,fraud,0,0,0,33,GAS STATION
2006,other,0,1,0,25,SIDEWALK
2006,other,0,1,0,8,STREET
2006,simpleasslt,1,1,1,20,RESIDENCE
2006,simpleasslt,1,0,0,25,GROCERY FOOD STORE
2006,vandalism,0,0,0,68,"SCHOOL, PUBLIC, BUILDING"
2006,narcotics,0,1,0,23,STREET
2006,simpleasslt,1,1,0,8,MOVIE HOUSE/THEATER
2006,other,0,1,0,67,APARTMENT
2006,simpleasslt,1,0,1,2,APARTMENT
2006,fraud,0,0,0,57,OTHER
2006,simpleasslt,1,0,0,57,ALLEY
2006,burglary,0,0,0,71,APARTMENT
2006,vandalism,0,0,0,77,PARKING LOT/GARAGE(NON.RESID.)
2006,theft,0,0,0,3,HOSPITAL BUILDING/GROUNDS
2006,narcotics,0,1,0,23,SIDEWALK
2006,robbery,1,0,0,44,ALLEY
2006,weapon,0,1,0,53,ALLEY
2006,vandalism,0,1,0,61,VACANT LOT/LAND
2006,vandalism,0,0,0,35,APARTMENT
2006,simpleasslt,1,0,0,75,STREET
2006,theft,0,0,0,22,VEHICLE NON-COMMERCIAL
2006,simpleasslt,1,0,0,23,RESTAURANT
2006,fraud,0,0,0,45,RESIDENCE
2006,simpleasslt,1,0,0,6,STREET
2006,threat,0,0,1,23,RESIDENCE
2006,mvtheft,0,0,0,62,STREET
2006,sexualasslt,1,1,0,29,RESIDENCE
2006,narcotics,0,1,0,67,STREET
2006,aggasslt,1,0,1,24,APARTMENT
2006,trespass,0,1,0,33,CHA HALLWAY/STAIRWELL/ELEVATOR
2006,trespass,0,0,0,49,RESIDENCE
2006,narcotics,0,1,0,50,RESIDENCE
2006,mvtheft,0,0,0,71,STREET
2006,vandalism,0,0,0,24,RESIDENCE PORCH/HALLWAY
2006,narcotics,0,1,0,20,SIDEWALK
2006,robbery,1,0,0,70,ALLEY
2006,narcotics,0,1,0,29,RESIDENCE PORCH/HALLWAY
2006,simpleasslt,1,0,0,71,STREET
2006,robbery,1,0,0,20,SIDEWALK
2006,narcotics,0,1,0,56,VEHICLE NON-COMMERCIAL
2006,aggasslt,1,1,0,8,PARK PROPERTY
2006,mvtheft,0,0,0,66,STREET
